704006009080010000003020450000000002056000780100000000025030100000040060900500307 # 27 # 10 # 2022 # 001 # 2022-10-27 # 81 # 2022-10-27-SC--001 # SC #  # Cracking The Cryptic # Easy # 220 # 0:15:11 #  # FH NS
700009000100500007098023000013000020500000008060000750000260890600007003000400006 # 05 # 10 # 2011 # 02102 # 2011-10-05 # 81 # 2011-10-05-TG-TGH-02102 # TG # TGH # Telegraph # Medium # 600 #  #  # 
000980002000060087000400000902000670807000209036000801000008700390010000400005000 # 25 # 07 # 2013 # 02667 # 2013-07-25 # 81 # 2013-07-25-TG-TGH-02667 # TG # TGH # Telegraph # Medium # 600 #  #  # 
507000300130070060000090000001904050804000603000803900000030000080050094005000007 # 05 # 12 # 2013 # 02781 # 2013-12-05 # 81 # 2013-12-05-TG-TGH-02781 # TG # TGH # Telegraph # Hard # 600 #  #  # 
610080030030219060000000200000600340007000900053007000008000000020931080070000006 # 24 # 05 # 2014 # 02947 # 2014-05-24 # 81 # 2014-05-24-TG-TGH-02947 # TG # TGH # Telegraph # Medium # 600 #  #  # 
005307600018000090000000004500690003093000160000034008000000000030000270001506400 # 20 # 11 # 2014 # 03127 # 2014-11-20 # 81 # 2014-11-20-TG-TGH-03127 # TG # TGH # Telegraph # Hard # 600 #  #  # 
000000000310402005805000029750801000000050000000604073230000704600700081000000000 # 01 # 07 # 2015 # 03350 # 2015-07-01 # 81 # 2015-07-01-TG-TGH-03350 # TG # TGH # Telegraph # Medium # 600 #  #  # 
000306000000000173050709000007000801081040620600000400000604090562000000000805000 # 23 # 01 # 2016 # 03556 # 2016-01-23 # 81 # 2016-01-23-TG-TGH-03556 # TG # TGH # Telegraph # Medium # 600 #  #  # 
001080400700900603000000009002509004000000000300407200200000000609051008003260900 # 05 # 05 # 2016 # 03659 # 2016-05-05 # 81 # 2016-05-05-TG-TGH-03659 # TG # TGH # Telegraph # Medium # 600 #  #  # 
100003026800000009003246000080000200000605000009030010000814500200000008090300004 # 13 # 10 # 2016 # 03820 # 2016-10-13 # 81 # 2016-10-13-TG-TGH-03820 # TG # TGH # Telegraph # Medium # 600 #  #  # 
000080000008003602952000080040060700800109000007050060030000041201700500000010000 # 09 # 11 # 2017 # 04212 # 2017-11-09 # 81 # 2017-11-09-TG-TGH-04212 # TG # TGH # Telegraph # Hard # 600 #  #  # 
003000600020006000000529000508000700760000084004080105000438000000607090001000800 # 12 # 03 # 2022 # 05796 # 2022-03-12 # 81 # 2022-03-12-TG-TGH-05796 # TG # TGH # Telegraph # Hard # 600 #  #  # 
003020400000060005960000030400000080001008200090000001000050027500040000007030100 # 05 # 06 # 2009 # 01372 # 2009-06-05 # 81 # 2009-06-05-TG-DIAB-01372 # TG # DIAB # Telegraph # Medium # 602 #  #  # 
000000000705109800030720016080500009000203000300006070190047080008901704000000000 # 10 # 04 # 2013 # 02576 # 2013-04-10 # 81 # 2013-04-10-TG-TGH-02576 # TG # TGH # Telegraph # Medium # 602 #  #  # 
096000010000000900350200004020905003070803090900407080100002046002000000080000520 # 03 # 07 # 2013 # 02648 # 2013-07-03 # 81 # 2013-07-03-TG-TGH-02648 # TG # TGH # Telegraph # Medium # 602 #  #  # 
000090000090000850730002004265100000008000300000006070100700030053000060000020000 # 01 # 10 # 2016 # 03808 # 2016-10-01 # 81 # 2016-10-01-TG-TGH-03808 # TG # TGH # Telegraph # Medium # 602 #  #  # 
042130050000000001300006007000095000203807406000460000400600002900000000070024580 # 01 # 04 # 2017 # 03990 # 2017-04-01 # 81 # 2017-04-01-TG-TGH-03990 # TG # TGH # Telegraph # Hard # 602 #  #  # 
030980600070004003400700095200800000090000030000009001310008007800600010009012060 # 21 # 07 # 2021 # 05562 # 2021-07-21 # 81 # 2021-07-21-TG-TGH-05562 # TG # TGH # Telegraph # Hard # 602 #  #  # 
030000700590002004000809006000100000010647090000903000700401000800000013002000060 # 24 # 03 # 2010 # 01622 # 2010-03-24 # 81 # 2010-03-24-TG-TGH-01622 # TG # TGH # Telegraph # Medium # 604 #  #  # 
600409000001000000050082007020000008309020604800050090500060010000000800000304006 # 27 # 07 # 2012 # 02356 # 2012-07-27 # 81 # 2012-07-27-TG-DIAB-02356 # TG # DIAB # Telegraph # Hard # 604 #  #  # 
000040700709000802000000016100002030000106000060305009290000000603000908081000000 # 01 # 08 # 2012 # 02360 # 2012-08-01 # 81 # 2012-08-01-TG-TGH-02360 # TG # TGH # Telegraph # Medium # 604 #  #  # 
005400306600030900800500010500090008100000003400010002060008001002000000008003700 # 21 # 11 # 2015 # 03493 # 2015-11-21 # 81 # 2015-11-21-TG-TGH-03493 # TG # TGH # Telegraph # Medium # 604 #  #  # 
000010400200000076950000800060043000000871000000502080009000043130000005006090000 # 16 # 01 # 2016 # 03549 # 2016-01-16 # 81 # 2016-01-16-TG-TGH-03549 # TG # TGH # Telegraph # Medium # 604 #  #  # 
000000013700090005005103200400310002010000050900006000002900600300040001540000000 # 22 # 01 # 2020 # 05016 # 2020-01-22 # 81 # 2020-01-22-TG-TGH-05016 # TG # TGH # Telegraph # Medium # 604 #  #  # 
020000000004070100709005000006040890000789000092030000000400617007060200000000050 # 22 # 09 # 2021 # 05625 # 2021-09-22 # 81 # 2021-09-22-TG-TGH-05625 # TG # TGH # Telegraph # Medium # 604 #  #  # 
056000900400000007000805004100000600520904038003000002300108000800000005004000070 # 23 # 09 # 2022 # 05991 # 2022-09-23 # 81 # 2022-09-23-TG-DIAB-05991 # TG # DIAB # Telegraph # Hard # 604 #  #  # 
400000058000600009000207000007000680000000000012000300000304000500001000690000002 # 27 # 10 # 2022 # 07 # 2022-10-27 # 81 # 2022-10-27-SSP--07 # SSP #  # Cracking The Cryptic # Medium # 604 #  #  # FH NS HS LP LT LCT1
000003070000016040000070023705000000600009502000000100530060000010000009090800000 # 19 # 02 # 2009 # 01288 # 2009-02-19 # 81 # 2009-02-19-TG-TGH-01288 # TG # TGH # Telegraph # Medium # 606 #  #  # 
000059000030007020704200500600003800008010300001800005006001709080700040000420000 # 16 # 03 # 2011 # 01928 # 2011-03-16 # 81 # 2011-03-16-TG-TGH-01928 # TG # TGH # Telegraph # Medium # 606 #  #  # 
020030050000509000103080900005700090401000608070008400002010007000602000010050020 # 09 # 11 # 2011 # 02132 # 2011-11-09 # 81 # 2011-11-09-TG-TGH-02132 # TG # TGH # Telegraph # Medium # 606 #  #  # 
005700001000916400100050700050000092000060000620000010006040008007683000200001900 # 18 # 04 # 2012 # 02270 # 2012-04-18 # 81 # 2012-04-18-TG-TGH-02270 # TG # TGH # Telegraph # Hard # 606 #  #  # 
210005060090301000005000800000706004400020006700508000001000400000204030040600019 # 17 # 07 # 2014 # 03001 # 2014-07-17 # 81 # 2014-07-17-TG-TGH-03001 # TG # TGH # Telegraph # Medium # 606 #  #  # 
089410050000000000340060902004109007000000000100803000205070048000000000010086230 # 16 # 09 # 2015 # 03427 # 2015-09-16 # 81 # 2015-09-16-TG-TGH-03427 # TG # TGH # Telegraph # Hard # 606 #  #  # 
023800900080930021015000000000050600000702000001040000000000860160028050009003200 # 24 # 09 # 2015 # 03435 # 2015-09-24 # 81 # 2015-09-24-TG-TGH-03435 # TG # TGH # Telegraph # Medium # 606 #  #  # 
006400000900308000840050900700000094020000010480000006004090172000607009000003400 # 05 # 04 # 2017 # 03994 # 2017-04-05 # 81 # 2017-04-05-TG-TGH-03994 # TG # TGH # Telegraph # Medium # 606 #  #  # 
020801000037040000004090500090006480000000000053400090002050100009080750000703060 # 09 # 05 # 2020 # 05124 # 2020-05-09 # 81 # 2020-05-09-TG-TGH-05124 # TG # TGH # Telegraph # Hard # 606 #  #  # 
070005900000428030250000046030907000000000000000203050590000072040062000006700080 # 17 # 03 # 2021 # 05436 # 2021-03-17 # 81 # 2021-03-17-TG-TGH-05436 # TG # TGH # Telegraph # Medium # 606 #  #  # 
000207000050009007904050200008030704060000030709080500002040908300800040000700000 # 16 # 10 # 2021 # 05649 # 2021-10-16 # 81 # 2021-10-16-TG-TGH-05649 # TG # TGH # Telegraph # Medium # 606 #  #  # 
800050001007032800090000020080000002040586030300000080060000040005870100900060007 # 15 # 06 # 2022 # 05891 # 2022-06-15 # 81 # 2022-06-15-TG-TGH-05891 # TG # TGH # Telegraph # Hard # 606 #  #  # 
000792008000860105006300000000000070702080309040000000000008200608071000200639000 # 27 # 10 # 2022 # 006 # 2022-10-27 # 81 # 2022-10-27-SC--006 # SC #  # Cracking The Cryptic # Medium # 606 #  #  # FH NS HS LP LCT1
026000050070000000500800009400100002000509800630007004900003006000000080750000300 # 22 # 09 # 2010 # 01778 # 2010-09-22 # 81 # 2010-09-22-TG-TGH-01778 # TG # TGH # Telegraph # Hard # 608 #  #  # 
000030690010700000260000003000008000009160800000205000300000048000603070041020000 # 11 # 06 # 2020 # 05157 # 2020-06-11 # 81 # 2020-06-11-TG-TGH-05157 # TG # TGH # Telegraph # Medium # 608 #  #  # 
100000306007000000009050040300807105000023000605901000050000200000000600908000001 # 30 # 09 # 2020 # 05268 # 2020-09-30 # 81 # 2020-09-30-TG-TGH-05268 # TG # TGH # Telegraph # Medium # 608 #  #  # 
000000000027000401400905607000006008009804500700300000100007003005000870000050000 # 27 # 01 # 2021 # 05387 # 2021-01-27 # 81 # 2021-01-27-TG-TGH-05387 # TG # TGH # Telegraph # Medium # 608 #  #  # 
009000500702300040650002100007000000090180700400090020000500000000000904043000010 # 29 # 10 # 2022 #  # 2022-10-29 # 81 # 2022-10-29-NYT-HRD # NYT # HRD # New York Times # Medium # 608 #  #  # FH NS HS LCT1 LCT2
004000000070000260000207003045800001908400705100003420800906000003000050000000900 # 05 # 08 # 2009 # 01424 # 2009-08-05 # 81 # 2009-08-05-TG-TGH-01424 # TG # TGH # Telegraph # Hard # 610 #  #  # 
907000010006008500000006000300600207019070460005004008000500000008300700030000604 # 01 # 04 # 2010 # 01629 # 2010-04-01 # 81 # 2010-04-01-TG-TGH-01629 # TG # TGH # Telegraph # Medium # 610 #  #  # 
500002700001000006003740000020807050004020900070409080000093400300000800000100009 # 30 # 07 # 2010 # 01732 # 2010-07-30 # 81 # 2010-07-30-TG-DIAB-01732 # TG # DIAB # Telegraph # Hard # 610 #  #  # 
009002600030485000040000000080000200065010430003008010000000060000164020004900100 # 04 # 10 # 2012 # 02415 # 2012-10-04 # 81 # 2012-10-04-TG-TGH-02415 # TG # TGH # Telegraph # Medium # 610 #  #  # 
480020060002010500000000700370000450000901000096004003007000000004080100010090087 # 16 # 01 # 2013 # 02504 # 2013-01-16 # 81 # 2013-01-16-TG-TGH-02504 # TG # TGH # Telegraph # Hard # 610 #  #  # 
280000003000398000004000000001060079800930004740010300000000600000256000400000082 # 23 # 12 # 2015 # 03525 # 2015-12-23 # 81 # 2015-12-23-TG-TGH-03525 # TG # TGH # Telegraph # Medium # 610 #  #  # 
000000002008600000170890004840010000005206400000040038900028001000103200400000000 # 19 # 07 # 2018 # 04464 # 2018-07-19 # 81 # 2018-07-19-TG-TGH-04464 # TG # TGH # Telegraph # Medium # 610 #  #  # 
007000400080400070100790300090000045001000200500070060006081007050006080003000600 # 04 # 05 # 2019 # 04753 # 2019-05-04 # 81 # 2019-05-04-TG-TGH-04753 # TG # TGH # Telegraph # Medium # 610 #  #  # 
140290050250000000007081000500000006090003010400000007000620500000000074060035008 # 14 # 03 # 2020 # 05068 # 2020-03-14 # 81 # 2020-03-14-TG-TGH-05068 # TG # TGH # Telegraph # Medium # 610 #  #  # 
020400003090000072000090060009008000030927080000600700010040000680000090400309020 # 19 # 03 # 2020 # 05073 # 2020-03-19 # 81 # 2020-03-19-TG-TGH-05073 # TG # TGH # Telegraph # Hard # 610 #  #  # 
010000600070620005400010700000508003504000900600209000006000007700065040003000010 # 14 # 05 # 2021 # 05494 # 2021-05-14 # 81 # 2021-05-14-TG-DIAB-05494 # TG # DIAB # Telegraph # Hard # 610 #  #  # 
009700400007800200405010007840000106000000000306000078600080705004007300008009600 # 19 # 08 # 2010 # 01749 # 2010-08-19 # 81 # 2010-08-19-TG-TGH-01749 # TG # TGH # Telegraph # Medium # 612 #  #  # 
090020000053000820000600000070801002014702380200509040000008000021000750000070060 # 23 # 08 # 2018 # 04499 # 2018-08-23 # 81 # 2018-08-23-TG-TGH-04499 # TG # TGH # Telegraph # Hard # 612 #  #  # 
006090100000230050000060020062000017900301008350000940090050000020083000005010600 # 14 # 11 # 2018 # 04582 # 2018-11-14 # 81 # 2018-11-14-TG-TGH-04582 # TG # TGH # Telegraph # Medium # 612 #  #  # 
100004009000501070000030060002000003005000200700000900090060030080005000600802007 # 19 # 04 # 2019 # 04738 # 2019-04-19 # 81 # 2019-04-19-TG-DIAB-04738 # TG # DIAB # Telegraph # Medium # 612 #  #  # 
150000076040003000000000510200000800006050100005000009008000000000820060730000084 # 21 # 03 # 2020 # 05075 # 2020-03-21 # 81 # 2020-03-21-TG-TGH-05075 # TG # TGH # Telegraph # Medium # 612 #  #  # 
003704200050000000006020053600000100800070039005000002580090400000000000001802600 # 25 # 03 # 2010 # 01623 # 2010-03-25 # 81 # 2010-03-25-TG-TGH-01623 # TG # TGH # Telegraph # Medium # 614 #  #  # 
030800000050060080900200031200003049400000002390000005740005000060070090000006000 # 17 # 06 # 2010 # 01695 # 2010-06-17 # 81 # 2010-06-17-TG-TGH-01695 # TG # TGH # Telegraph # Medium # 614 #  #  # 
600000004930002060700006300002080000061000940000010000007300009050100087040000001 # 28 # 02 # 2013 # 02541 # 2013-02-28 # 81 # 2013-02-28-TG-TGH-02541 # TG # TGH # Telegraph # Medium # 614 #  #  # 
508400000000200400043017020000109000060000080000370000080730590006002000000000604 # 31 # 07 # 2013 # 02672 # 2013-07-31 # 81 # 2013-07-31-TG-TGH-02672 # TG # TGH # Telegraph # Hard # 614 #  #  # 
007000000500083000003601005750000008309000400801000067200900300000720006000000100 # 20 # 09 # 2013 # 02716 # 2013-09-20 # 81 # 2013-09-20-TG-DIAB-02716 # TG # DIAB # Telegraph # Hard # 614 #  #  # 
000076500800009010000300000502060071004000900160020004000007000010000002008145000 # 13 # 01 # 2017 # 03912 # 2017-01-13 # 81 # 2017-01-13-TG-DIAB-03912 # TG # DIAB # Telegraph # Hard # 614 #  #  # 
008070500000085000640900000006000209001060800500000103000009058000130000004050300 # 26 # 06 # 2021 # 05537 # 2021-06-26 # 81 # 2021-06-26-TG-TGH-05537 # TG # TGH # Telegraph # Medium # 614 #  #  # 
500630000603000004000020010900041020000000000040080007070090000300000501108057009 # 11 # 06 # 2022 # 05887 # 2022-06-11 # 81 # 2022-06-11-TG-TGH-05887 # TG # TGH # Telegraph # Medium # 614 #  #  # 
000634500010000730000002000003000060601900307080000900000000000054000020002573400 # 19 # 10 # 2022 # 06017 # 2022-10-19 # 81 # 2022-10-19-TG-TGH-06017 # TG # TGH # Telegraph # Medium # 614 #  #  # 
009000004010405070540700080000070001000108000300060050090006013060503040400000200 # 19 # 07 # 2014 # 03003 # 2014-07-19 # 81 # 2014-07-19-TG-TGH-03003 # TG # TGH # Telegraph # Hard # 616 #  #  # 
030040500506807009980000000000032700010000020003490000000000076300601408001080000 # 09 # 05 # 2015 # 03297 # 2015-05-09 # 81 # 2015-05-09-TG-TGH-03297 # TG # TGH # Telegraph # Hard # 616 #  #  # 
000006040900320006005000203006109300007000500001408600702000000800042007060500000 # 24 # 12 # 2015 # 03526 # 2015-12-24 # 81 # 2015-12-24-TG-TGH-03526 # TG # TGH # Telegraph # Medium # 616 #  #  # 
600007900700010400239008010000003000903000201000500000010700086006020004004600002 # 21 # 07 # 2016 # 03736 # 2016-07-21 # 81 # 2016-07-21-TG-TGH-03736 # TG # TGH # Telegraph # Medium # 616 #  #  # 
000596070710008006000700000020000500070462010008000030000009000100300085030641000 # 29 # 09 # 2016 # 03806 # 2016-09-29 # 81 # 2016-09-29-TG-TGH-03806 # TG # TGH # Telegraph # Hard # 616 #  #  # 
007030000200000008000706001000050300009104200004060000500027000600000000008900100 # 23 # 06 # 2017 # 04073 # 2017-06-23 # 81 # 2017-06-23-TG-DIAB-04073 # TG # DIAB # Telegraph # Medium # 616 #  #  # 
000004030900000007006708500601000805020000090703200104002905400800000009010600000 # 05 # 08 # 2017 # 04116 # 2017-08-05 # 81 # 2017-08-05-TG-TGH-04116 # TG # TGH # Telegraph # Hard # 616 #  #  # 
908400000000080001006100300080007620000648000064900050003001500700030000000004803 # 02 # 02 # 2018 # 04297 # 2018-02-02 # 81 # 2018-02-02-TG-DIAB-04297 # TG # DIAB # Telegraph # Hard # 616 #  #  # 
610002000070000000009000041003790400060213080001084700950000800000000060000600079 # 11 # 04 # 2020 # 05096 # 2020-04-11 # 81 # 2020-04-11-TG-TGH-05096 # TG # TGH # Telegraph # Medium # 616 #  #  # 
000309000105008900030070040080000406040020070603000090010050060006200503000603000 # 14 # 10 # 2020 # 05282 # 2020-10-14 # 81 # 2020-10-14-TG-TGH-05282 # TG # TGH # Telegraph # Medium # 616 #  #  # 
500070830700000000000400507004105200003040100006803400301002000000000008087010005 # 19 # 08 # 2021 # 05591 # 2021-08-19 # 81 # 2021-08-19-TG-TGH-05591 # TG # TGH # Telegraph # Medium # 616 #  #  # 
008290100040003050000000290300008405000000000704600002071000000020906040006074800 # 29 # 09 # 2021 # 05632 # 2021-09-29 # 81 # 2021-09-29-TG-TGH-05632 # TG # TGH # Telegraph # Medium # 616 #  #  # 
004000002090020010000104700000007130500000000019300050005802000070050060800000007 # 18 # 02 # 2009 # 01287 # 2009-02-18 # 81 # 2009-02-18-TG-TGH-01287 # TG # TGH # Telegraph # Medium # 618 #  #  # 
620000030030500000000080000100020900700060004406070003000097000000001020074000096 # 16 # 07 # 2015 # 03365 # 2015-07-16 # 81 # 2015-07-16-TG-TGH-03365 # TG # TGH # Telegraph # Medium # 618 #  #  # 
005000400910002007000050010050000204006001000400080090090060000600300042007000100 # 12 # 05 # 2016 # 03666 # 2016-05-12 # 81 # 2016-05-12-TG-TGH-03666 # TG # TGH # Telegraph # Medium # 618 #  #  # 
267940000009000000001003900000701000700000003400200006004600700000000500000090348 # 19 # 01 # 2017 # 03918 # 2017-01-19 # 81 # 2017-01-19-TG-TGH-03918 # TG # TGH # Telegraph # Medium # 618 #  #  # 
702900000600070004000000030004700008000680000200009300050010090400030005000005207 # 25 # 12 # 2019 # 04988 # 2019-12-25 # 81 # 2019-12-25-TG-TGH-04988 # TG # TGH # Telegraph # Medium # 618 #  #  # 
000780000020504000003000008000000060008106400070000000306000800200901053000053020 # 09 # 01 # 2020 # 05003 # 2020-01-09 # 81 # 2020-01-09-TG-TGH-05003 # TG # TGH # Telegraph # Medium # 618 #  #  # 
400300006000500700027008000050000009008000000970100004100030080000410060000906030 # 01 # 11 # 2022 #  # 2022-11-01 # 81 # 2022-11-01-EP-EXP # EP # EXP # El Pais # Medium # 618 #  #  # FH NS HS LP LCT1 LCT2 NP
009504300086000042000008000000690008008000600040071000000900000920000730005207900 # 10 # 12 # 2008 # 01220 # 2008-12-10 # 81 # 2008-12-10-TG-TGH-01220 # TG # TGH # Telegraph # Medium # 620 #  #  # 
030098000006507000028000900603070200090000070004000801000000320000305100000260080 # 08 # 08 # 2012 # 02366 # 2012-08-08 # 81 # 2012-08-08-TG-TGH-02366 # TG # TGH # Telegraph # Medium # 620 #  #  # 
009005800805009700700000005000002600100000009006730000900000001508100204001300900 # 04 # 02 # 2015 # 03203 # 2015-02-04 # 81 # 2015-02-04-TG-TGH-03203 # TG # TGH # Telegraph # Medium # 620 #  #  # 
280506001400000005100700030006090300000000000004320100010005003900000002300100068 # 30 # 12 # 2015 # 03532 # 2015-12-30 # 81 # 2015-12-30-TG-TGH-03532 # TG # TGH # Telegraph # Medium # 620 #  #  # 
009001308637008000000000090008400000150000067006005800020000000000800056804700900 # 17 # 03 # 2016 # 03610 # 2016-03-17 # 81 # 2016-03-17-TG-TGH-03610 # TG # TGH # Telegraph # Medium # 620 #  #  # 
100000056036070002000201000040920003000000000900048060000704000800090230390000005 # 07 # 03 # 2018 # 04330 # 2018-03-07 # 81 # 2018-03-07-TG-TGH-04330 # TG # TGH # Telegraph # Medium # 620 #  #  # 
300000400100300000097004060070030080430108079080050000050900210000003007000000008 # 17 # 10 # 2020 # 05285 # 2020-10-17 # 81 # 2020-10-17-TG-TGH-05285 # TG # TGH # Telegraph # Medium # 620 #  #  # 
040630001810020006000000000600095200050000030007180000000040000100060028900018050 # 26 # 01 # 2022 # 05751 # 2022-01-26 # 81 # 2022-01-26-TG-TGH-05751 # TG # TGH # Telegraph # Medium # 620 #  #  # 
